trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text.started,key_resp.started,ins.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,thanks.started,text_2.started,text_2.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,expStart
,,,,,,0.068187792,0.106185625,0.106185625,3.603618958,space,3.495294,None,,,,,,,,,,,,,,,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
0,0,0,0,3.660367792,,,,,,,,,3.612817042,5,3.660367792,3.660367792,0.038236042,4.609748833,[0.13333333333333333],[-0.08222222222222222],[1],[0],[0],[0.9675429590279236],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
1,0,1,0,4.640862208,,,,,,,,,4.615053,5,4.640862208,4.640862208,0.015432166,5.697344583,[0.17222222222222222],[-0.4222222222222222],[1],[0],[0],[1.0674467080971226],[],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
2,0,2,0,5.745033458,,,,,,,,,5.701429833,10,5.745033458,5.745033458,0.029017166,7.009879542,[0.13333333333333333],[0.14333333333333334],[1],[0],[0],[1.2800275420304388],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
3,0,3,0,7.058394167,,,,,,,,,7.013939083,10,7.058394167,7.058394167,0.029742791,8.602245333,[-0.013333333333333334],[0.23222222222222222],[1],[0],[0],[1.5590454579796642],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
4,0,4,0,8.649845292,,,,,,,,,8.606359,10,8.649845292,8.649845292,0.029013375,9.462605333,[-0.09222222222222222],[0.22555555555555556],[1],[0],[0],[0.8277391670271754],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
5,0,5,0,9.492148833,,,,,,,,,9.466688625,5,9.492148833,9.492148833,0.015201833,10.50013063,[0.056666666666666664],[0.46111111111111114],[1],[0],[0],[1.0187912080436945],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
6,0,6,0,10.54796567,,,,,,,,,10.50426429,10,10.54796567,10.54796567,0.029338458,11.69348108,[-0.3188888888888889],[0.024444444444444446],[1],[0],[0],[1.1604799170745537],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
7,0,7,0,11.72305096,,,,,,,,,11.69755313,5,11.72305096,11.72305096,0.015240041,15.35736675,[-0.31555555555555553],[0.034444444444444444],[1],[0],[0],[3.6451487080194056],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
8,0,8,0,15.38794842,,,,,,,,,15.36153658,5,15.38794842,15.38794842,0.015716417,16.45653758,[0.1288888888888889],[-0.2611111111111111],[1],[0],[0],[1.0799372090259567],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
9,0,9,0,16.50453417,,,,,,,,,16.46061413,10,16.50453417,16.50453417,0.029086375,18.03337283,[0.16],[0.41888888888888887],[1],[0],[0],[1.544256207998842],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
10,0,10,0,18.08140442,,,,,,,,,18.03757058,10,18.08140442,18.08140442,0.029247834,19.30638967,[0.0811111111111111],[0.41555555555555557],[1],[0],[0],[1.2402185830287635],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
11,0,11,0,19.33610596,,,,,,,,,19.31045875,5,19.33610596,19.33610596,0.015309625,21.48005896,[-0.22666666666666666],[-0.3611111111111111],[1],[0],[0],[2.1548966659465805],[],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
12,0,12,0,21.52761725,,,,,,,,,21.48412771,10,21.52761725,21.52761725,0.029011167,22.63607196,[-0.28444444444444444],[-0.36],[1],[0],[0],[1.1235252089099959],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
13,0,13,0,22.68353017,,,,,,,,,22.64021483,10,22.68353017,22.68353017,0.029031125,25.32369858,[-0.35777777777777775],[0.4311111111111111],[1],[0],[0],[2.6550554169807583],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
14,0,14,0,25.35333379,,,,,,,,,25.32778479,5,25.35333379,25.35333379,0.015324541,27.02339608,[-0.15666666666666668],[0.3844444444444444],[1],[0],[0],[1.6808722499990836],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
15,0,15,0,27.07109175,,,,,,,,,27.02751196,10,27.07109175,27.07109175,0.028946833,29.01469633,[0.3622222222222222],[-0.14888888888888888],[1],[0],[0],[1.9586743330582976],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
16,0,16,0,29.06215883,,,,,,,,,29.018873,10,29.06215883,29.06215883,0.0287655,30.84482821,[-0.20666666666666667],[0.39555555555555555],[1],[0],[0],[1.7977792919846252],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
17,0,17,0,30.87514929,,,,,,,,,30.84894192,5,30.87514929,30.87514929,0.015774417,31.95064525,[0.06666666666666667],[0.27111111111111114],[1],[0],[0],[1.0865413340507075],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
18,0,18,0,31.98012617,,,,,,,,,31.95472571,5,31.98012617,31.98012617,0.015036083,33.69698471,[0.23],[-0.2544444444444444],[1],[0],[0],[1.7278222079621628],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
19,0,19,0,33.72657658,,,,,,,,,33.701066,5,33.72657658,33.72657658,0.015349875,35.42409288,[-0.24888888888888888],[0.35],[1],[0],[0],[1.7082772080320865],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
20,0,20,0,35.471904,,,,,,,,,35.42814079,10,35.471904,35.471904,0.029249542,36.8895925,[0.27444444444444444],[-0.41555555555555557],[1],[0],[0],[1.432792624924332],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
21,0,21,0,36.91928554,,,,,,,,,36.893666,5,36.91928554,36.91928554,0.015350625,39.27447179,[0.2922222222222222],[0.44333333333333336],[1],[0],[0],[2.3659797500586137],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
22,0,22,0,39.3231185,,,,,,,,,39.27858458,10,39.3231185,39.3231185,0.029785333,40.81857613,[-0.06222222222222222],[0.13333333333333333],[1],[0],[0],[1.51084224996157],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
23,0,23,0,40.84808446,,,,,,,,,40.82263458,5,40.84808446,40.84808446,0.015145167,41.79725125,[-0.14333333333333334],[0.26222222222222225],[1],[0],[0],[0.960077999974601],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
24,0,24,0,41.84443729,,,,,,,,,41.80130054,10,41.84443729,41.84443729,0.028820542,43.19422383,[-0.03888888888888889],[-0.06222222222222222],[1],[0],[0],[1.3646806250326335],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
25,0,25,0,43.24190192,,,,,,,,,43.19831792,10,43.24190192,43.24190192,0.02919025,45.72768779,[0.33111111111111113],[-0.29555555555555557],[1],[0],[0],[2.500752415973693],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
26,0,26,0,45.75713838,,,,,,,,,45.73175338,5,45.75713838,45.75713838,0.015223916,47.41417938,[0.3466666666666667],[0.2788888888888889],[1],[0],[0],[1.6678252080455422],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
27,0,27,0,47.44365288,,,,,,,,,47.41823133,5,47.44365288,47.44365288,0.014964167,49.25095104,[-0.31555555555555553],[0.4288888888888889],[1],[0],[0],[1.8182787499390543],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
28,0,28,0,49.29824354,,,,,,,,,49.255028,10,49.29824354,49.29824354,0.02891625,50.64438717,[0.3611111111111111],[0.37],[1],[0],[0],[1.3610234999796376],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
29,0,29,0,50.67384575,,,,,,,,,50.64843088,5,50.67384575,50.67384575,0.015247917,53.63104613,[0.3388888888888889],[-0.19777777777777777],[1],[0],[0],[2.967981082969345],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
30,0,30,0,53.67803633,,,,,,,,,53.63508225,10,53.67803633,53.67803633,0.028656584,55.51579079,[-0.14666666666666667],[0.36],[0],[0],[0],[1.8526573750423267],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
31,0,31,0,55.54485954,,,,,,,,,55.51993808,5,55.54485954,55.54485954,0.015361583,57.05788642,[-0.42777777777777776],[-0.18555555555555556],[1],[0],[0],[1.5230986670358106],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
32,0,32,0,57.08737967,,,,,,,,,57.06192083,5,57.08737967,57.08737967,0.015059541,58.41797713,[0.39222222222222225],[0.09888888888888889],[1],[0],[0],[1.3416207920527086],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
33,0,33,0,58.46552654,,,,,,,,,58.42204604,10,58.46552654,58.46552654,0.029148417,60.14486254,[-0.2722222222222222],[0.12777777777777777],[1],[0],[0],[1.694256915943697],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
34,0,34,0,60.19196683,,,,,,,,,60.14893025,10,60.19196683,60.19196683,0.028640583,63.04086254,[-0.25222222222222224],[-0.24888888888888888],[1],[0],[0],[2.86389387503732],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
35,0,35,0,63.08811133,,,,,,,,,63.04493846,10,63.08811133,63.08811133,0.028812375,66.21593858,[0.1111111111111111],[0.20444444444444446],[1],[0],[0],[3.142674707924016],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
36,0,36,0,66.24529396,,,,,,,,,66.22000275,5,66.24529396,66.24529396,0.015272166,67.94142913,[-0.2288888888888889],[0.11666666666666667],[1],[0],[0],[1.706746083102189],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
37,0,37,0,67.988726,,,,,,,,,67.94546788,10,67.988726,67.988726,0.0287995,69.56576458,[-0.21222222222222223],[-0.2833333333333333],[1],[0],[0],[1.5921171250520274],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
38,0,38,0,69.61291738,,,,,,,,,69.56983883,10,69.61291738,69.61291738,0.028835083,72.69972612,[0.4088888888888889],[0.29333333333333333],[0],[0],[0],[3.1016278750030324],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
39,0,39,0,72.74646229,,,,,,,,,72.70384304,10,72.74646229,72.74646229,0.028922834,73.84120308,[-0.1988888888888889],[0.3288888888888889],[1],[0],[0],[1.1090704159578308],[],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
40,0,40,0,73.88835133,,,,,,,,,73.84524658,10,73.88835133,73.88835133,0.028914542,75.35401183,[0.5144444444444445],[-0.0811111111111111],[1],[0],[0],[1.4804570419946685],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
41,0,41,0,75.38327025,,,,,,,,,75.35810592,5,75.38327025,75.38327025,0.01516625,76.44132908,[0.37444444444444447],[0.09888888888888889],[1],[0],[0],[1.068606499931775],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
42,0,42,0,76.47061713,,,,,,,,,76.44538275,5,76.47061713,76.47061713,0.014992875,77.45829663,[-0.0022222222222222222],[0.18666666666666668],[1],[0],[0],[0.9985338329570368],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
43,0,43,0,77.48766779,,,,,,,,,77.46231992,5,77.48766779,77.48766779,0.015057458,78.25897067,[-0.22111111111111112],[0.19666666666666666],[1],[0],[0],[0.7821846250444651],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
44,0,44,0,78.28934304,,,,,,,,,78.26303733,5,78.28934304,78.28934304,0.015603625,80.00159904,[-0.2811111111111111],[0.37333333333333335],[1],[0],[0],[1.7235817910404876],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
45,0,45,0,80.03115896,,,,,,,,,80.00566604,5,80.03115896,80.03115896,0.015203667,81.75139904,[0.27111111111111114],[-0.12222222222222222],[1],[0],[0],[1.7311447920510545],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
46,0,46,0,81.79872888,,,,,,,,,81.75548204,10,81.79872888,81.79872888,0.0288555,82.89543129,[-0.3288888888888889],[0.18888888888888888],[1],[0],[0],[1.1116773330140859],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
47,0,47,0,82.9423035,,,,,,,,,82.89952275,10,82.9423035,82.9423035,0.028565709,84.87929817,[0.06222222222222222],[0.17444444444444446],[1],[0],[0],[1.951803584001027],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
48,0,48,0,84.90898821,,,,,,,,,84.8833795,5,84.90898821,84.90898821,0.015487833,86.218739,[0.24666666666666667],[-0.02666666666666667],[1],[0],[0],[1.3204521659063175],[],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
49,0,49,0,86.26602558,,,,,,,,,86.22283688,10,86.26602558,86.26602558,0.028808916,88.14533233,[0.04777777777777778],[-0.011111111111111112],[1],[0],[0],[1.8942725829547271],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
50,0,50,0,88.17500354,,,,,,,,,88.14946192,5,88.17500354,88.17500354,0.015374125,90.24635025,[-0.49666666666666665],[-0.3188888888888889],[1],[0],[0],[2.0819597089430317],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
51,0,51,0,90.30074775,,,,,,,,,90.25118871,10,90.30074775,90.30074775,0.033160916,91.85415854,[-0.4811111111111111],[-0.36666666666666664],[1],[0],[0],[1.5705405829939991],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
52,0,52,0,91.90131796,,,,,,,,,91.8582555,10,91.90131796,91.90131796,0.028493084,93.64595146,[-0.051111111111111114],[-0.2611111111111111],[1],[0],[0],[1.759792249999009],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
53,0,53,0,93.67530021,,,,,,,,,93.65002871,5,93.67530021,93.67530021,0.015183916,95.40900063,[0.33],[0.19444444444444445],[1],[0],[0],[1.7443635830422863],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
54,0,54,0,95.43838538,,,,,,,,,95.41304358,5,95.43838538,95.43838538,0.01501325,97.33526229,[-0.34444444444444444],[0.32],[1],[0],[0],[1.907814583973959],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
55,0,55,0,97.38260858,,,,,,,,,97.33929938,10,97.38260858,97.38260858,0.028794209,99.71279988,[0.017777777777777778],[-0.22111111111111112],[1],[0],[0],[2.345300166052766],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
56,0,56,0,99.74345058,,,,,,,,,99.71707092,5,99.74345058,99.74345058,0.01584875,101.6428534,[0.40555555555555556],[0.10777777777777778],[1],[0],[0],[1.9106074169976637],['target'],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
57,0,57,0,101.6903702,,,,,,,,,101.6469284,10,101.6903702,101.6903702,0.028942625,103.6883617,[0.39111111111111113],[0.3688888888888889],[1],[0],[0],[2.0130667500197887],[],,,,,NK,1,2024-10-04_11h28.09.880,V3,2024.1.5,2024-10-04 11h28.32.152801 +0530
