trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text.started,key_resp.started,ins.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,thanks.started,text_2.started,thanks.stopped,participant,session,date,expName,psychopyVersion,expStart
,,,,,,0.051431833,0.083354666,0.083354666,11.17193725,space,11.08229517,None,,,,,,,,,,,,,,,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
0,0,0,0,11.23511242,,,,,,,,,11.18111021,5,11.23511242,11.23511242,0.04029,14.11785958,[0.10333333333333333],[-0.2922222222222222],[0],[0],[0],[2.9051032920833677],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
1,0,1,0,14.16661617,,,,,,,,,14.12324013,10,14.16661617,14.16661617,0.029425166,18.03366079,[-0.19333333333333333],[0.07111111111111111],[0],[0],[0],[3.8815760830184445],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
2,0,2,0,18.08069375,,,,,,,,,18.03772363,10,18.08069375,18.08069375,0.029036167,21.30696454,[0.4577777777777778],[0.02],[1],[0],[0],[3.2408024170435965],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
3,0,3,0,21.35421929,,,,,,,,,21.31098208,10,21.35421929,21.35421929,0.028834709,24.4121375,[-0.17333333333333334],[0.2644444444444444],[1],[0],[0],[3.072839333093725],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
4,0,4,0,24.44200913,,,,,,,,,24.41624858,5,24.44200913,24.44200913,0.0155365,26.67505204,[-0.45555555555555555],[-0.41333333333333333],[1],[0],[0],[2.243880874942988],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
5,0,5,0,26.72225604,,,,,,,,,26.67903467,10,26.72225604,26.72225604,0.0290015,29.58345838,[0.2411111111111111],[0.33666666666666667],[1],[0],[0],[2.875846542068757],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
6,0,6,0,29.61412296,,,,,,,,,29.58759258,5,29.61412296,29.61412296,0.015676542,31.09157983,[-0.06],[0.013333333333333334],[1],[0],[0],[1.4889190000249073],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
7,0,7,0,31.13910838,,,,,,,,,31.09555787,10,31.13910838,31.13910838,0.029117542,33.7200325,[0.47444444444444445],[-0.2477777777777778],[1],[0],[0],[2.5959380409913138],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
8,0,8,0,33.76725188,,,,,,,,,33.72409625,10,33.76725188,33.76725188,0.028869584,38.60842067,[-0.21777777777777776],[-0.30333333333333334],[1],[0],[0],[4.856049666996114],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
9,0,9,0,38.63797125,,,,,,,,,38.61243854,5,38.63797125,38.63797125,0.015442667,40.66993292,[-0.3988888888888889],[0.4622222222222222],[1],[0],[0],[2.042629165924154],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
10,0,10,0,40.69965963,,,,,,,,,40.67393429,5,40.69965963,40.69965963,0.015165167,42.89194337,[-0.03333333333333333],[-0.18444444444444444],[1],[0],[0],[2.203418708057143],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
11,0,11,0,42.92120479,,,,,,,,,42.89593546,5,42.92120479,42.92120479,0.015118167,44.4415285,[-0.2088888888888889],[-0.07555555555555556],[1],[0],[0],[1.5309946249471977],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
12,0,12,0,44.48875629,,,,,,,,,44.44553821,10,44.48875629,44.48875629,0.028848333,48.58704496,[-0.30777777777777776],[0.051111111111111114],[1],[0],[0],[4.113228791975416],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
13,0,13,0,48.61668096,,,,,,,,,48.59108421,5,48.61668096,48.61668096,0.015571292,50.10906079,[0.10888888888888888],[-0.17444444444444446],[1],[0],[0],[1.5029105839785188],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
14,0,14,0,50.13840763,,,,,,,,,50.11308854,5,50.13840763,50.13840763,0.015015,52.43567163,[-0.4866666666666667],[0.09888888888888889],[1],[0],[0],[2.3081600420409814],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
15,0,15,0,52.46495588,,,,,,,,,52.43965663,5,52.46495588,52.46495588,0.014968125,54.49904417,[-0.35888888888888887],[-0.08555555555555555],[1],[0],[0],[2.044993291958235],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
16,0,16,0,54.54728821,,,,,,,,,54.50315421,10,54.54728821,54.54728821,0.029360792,61.14115867,[0.45555555555555555],[0.07777777777777778],[1],[0],[0],[6.609153249999508],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
17,0,17,0,61.17084413,,,,,,,,,61.14520742,5,61.17084413,61.17084413,0.015459458,63.23254921,[-0.2511111111111111],[0.41444444444444445],[1],[0],[0],[2.072488083038479],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
18,0,18,0,63.27985954,,,,,,,,,63.2365685,10,63.27985954,63.27985954,0.028855875,65.56732904,[-0.23666666666666666],[-0.19333333333333333],[0],[0],[0],[2.30250279197935],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
19,0,19,0,65.61396175,,,,,,,,,65.57133808,10,65.61396175,65.61396175,0.028796375,67.32110804,[0.1322222222222222],[0.21777777777777776],[1],[0],[0],[1.721590374945663],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
20,0,20,0,67.35043521,,,,,,,,,67.32519658,5,67.35043521,67.35043521,0.015225166,69.10954813,[-0.13777777777777778],[-0.12333333333333334],[1],[0],[0],[1.7696847080951557],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
21,0,21,0,69.1389265,,,,,,,,,69.11351883,5,69.1389265,69.1389265,0.015088584,73.41015142,[-0.48333333333333334],[-0.38555555555555554],[1],[0],[0],[4.28210341592785],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
22,0,22,0,73.45785175,,,,,,,,,73.41419854,10,73.45785175,73.45785175,0.029238625,75.20484896,[-0.14222222222222222],[-0.022222222222222223],[1],[0],[0],[1.762027290998958],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
23,0,23,0,75.25197033,,,,,,,,,75.20887271,10,75.25197033,75.25197033,0.028823208,78.91531408,[0.33111111111111113],[-0.10666666666666667],[1],[0],[0],[3.677110458025709],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
24,0,24,0,78.98049238,,,,,,,,,78.9221995,10,78.98049238,78.98049238,0.041360625,80.40586317,[-0.2688888888888889],[0.09222222222222222],[1],[0],[0],[1.443409040919505],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
25,0,25,0,80.45420525,,,,,,,,,80.4100265,10,80.45420525,80.45420525,0.029603208,82.08327092,[0.45],[-0.08],[1],[0],[0],[1.6442220840835944],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
26,0,26,0,82.13111621,,,,,,,,,82.08735046,10,82.13111621,82.13111621,0.029014625,83.83105221,[0.3433333333333333],[-0.4388888888888889],[1],[0],[0],[1.7152844170341268],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
27,0,27,0,83.86064763,,,,,,,,,83.8350975,5,83.86064763,83.86064763,0.015252416,85.89409571,[-0.43666666666666665],[-0.3011111111111111],[1],[0],[0],[2.0443154589738697],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
28,0,28,0,85.94179004,,,,,,,,,85.89824392,10,85.94179004,85.94179004,0.029101167,88.20424521,[0.11222222222222222],[0.30777777777777776],[1],[0],[0],[2.2773744580335915],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
29,0,29,0,88.25241596,,,,,,,,,88.20846029,10,88.25241596,88.25241596,0.029267542,89.67338621,[-0.01888888888888889],[0.12],[1],[0],[0],[1.436235083034262],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
30,0,30,0,89.72054554,,,,,,,,,89.67745354,10,89.72054554,89.72054554,0.028757667,91.70612696,[0.35777777777777775],[-0.48444444444444446],[1],[0],[0],[2.000503708026372],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
31,0,31,0,91.75371025,,,,,,,,,91.7101665,10,91.75371025,91.75371025,0.028865875,93.15385342,[0.2388888888888889],[-0.3088888888888889],[1],[0],[0],[1.415347749949433],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
32,0,32,0,93.20143525,,,,,,,,,93.157967,10,93.20143525,93.20143525,0.028847083,96.40488233,[0.4677777777777778],[0.14],[1],[0],[0],[3.2186538750538602],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
33,0,33,0,96.43463158,,,,,,,,,96.40896704,5,96.43463158,96.43463158,0.015288875,99.69437271,[0.28],[-0.46444444444444444],[1],[0],[0],[3.27069983293768],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
34,0,34,0,99.74173792,,,,,,,,,99.69839071,10,99.74173792,99.74173792,0.028702666,101.5393623,[0.3244444444444444],[-0.052222222222222225],[1],[0],[0],[1.8128384170122445],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
35,0,35,0,101.568815,,,,,,,,,101.5434408,5,101.568815,101.568815,0.015247083,103.2109497,[0.19777777777777777],[-0.17222222222222222],[1],[0],[0],[1.6528684999793768],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
36,0,36,0,103.2590842,,,,,,,,,103.2151082,10,103.2590842,103.2590842,0.029164125,104.9723121,[0.19555555555555557],[0.33555555555555555],[1],[0],[0],[1.7286427919752896],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
37,0,37,0,105.0032799,,,,,,,,,104.9763937,5,105.0032799,105.0032799,0.016743292,107.2945447,[-0.4888888888888889],[-0.18444444444444444],[1],[0],[0],[2.3019140829565004],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
38,0,38,0,107.324064,,,,,,,,,107.2986097,5,107.324064,107.324064,0.015106,108.7607618,[-0.13666666666666666],[0.17],[1],[0],[0],[1.4476257080677897],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
39,0,39,0,108.8083845,,,,,,,,,108.7647839,10,108.8083845,108.8083845,0.028815209,110.2216231,[0.017777777777777778],[-0.38666666666666666],[1],[0],[0],[1.4286134160356596],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
40,0,40,0,110.2511387,,,,,,,,,110.2256994,5,110.2511387,110.2511387,0.01510575,111.6876312,[0.3788888888888889],[0.4177777777777778],[1],[0],[0],[1.4474232920911163],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
41,0,41,0,111.7348899,,,,,,,,,111.691648,10,111.7348899,111.7348899,0.028683333,112.9224568,[0.32666666666666666],[0.4177777777777778],[1],[0],[0],[1.202629000064917],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
42,0,42,0,112.9522746,,,,,,,,,112.9265799,5,112.9522746,112.9522746,0.015392709,114.011726,[0.2544444444444444],[0.43444444444444447],[1],[0],[0],[1.0702622500248253],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
43,0,43,0,114.0591641,,,,,,,,,114.0156939,10,114.0591641,114.0591641,0.028949833,115.893845,[-0.39444444444444443],[0.2722222222222222],[1],[0],[0],[1.8497181669808924],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
44,0,44,0,115.9411673,,,,,,,,,115.8979351,10,115.9411673,115.9411673,0.028656083,117.4902808,[0.3488888888888889],[0.3188888888888889],[1],[0],[0],[1.5642606250476092],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
45,0,45,0,117.5199376,,,,,,,,,117.494351,5,117.5199376,117.5199376,0.015341416,118.7540675,[-0.06444444444444444],[0.022222222222222223],[1],[0],[0],[1.2449739169096574],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
46,0,46,0,118.801247,,,,,,,,,118.7581197,10,118.801247,118.801247,0.028490292,120.2238224,[0.08222222222222222],[-0.2588888888888889],[1],[0],[0],[1.4377030419418588],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
47,0,47,0,120.2536289,,,,,,,,,120.2278973,5,120.2536289,120.2536289,0.015487292,123.2050363,[-0.41888888888888887],[0.33111111111111113],[1],[0],[0],[2.9621476670727134],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
48,0,48,0,123.2529065,,,,,,,,,123.209242,10,123.2529065,123.2529065,0.029232708,125.7596018,[-0.3688888888888889],[0.4666666666666667],[1],[0],[0],[2.5217538750730455],[],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
49,0,49,0,125.7891481,,,,,,,,,125.7636354,5,125.7891481,125.7891481,0.01513725,128.4615358,[0.4077777777777778],[-0.4477777777777778],[1],[0],[0],[2.6833351249806583],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
50,0,50,0,128.4909617,,,,,,,,,128.4655477,5,128.4909617,128.4909617,0.01503575,130.8298305,[0.006666666666666667],[-0.3377777777777778],[1],[0],[0],[2.3497688330244273],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
51,0,51,0,130.8602828,,,,,,,,,130.8339407,5,130.8602828,130.8602828,0.015387958,132.9365468,[-0.05444444444444444],[0.31444444444444447],[1],[0],[0],[2.0875861670356244],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
52,0,52,0,132.9851926,,,,,,,,,132.9430169,5,132.9851926,132.9851926,0.026538791,135.1547946,[-0.14444444444444443],[-0.22111111111111112],[1],[0],[0],[2.186371042043902],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
53,0,53,0,135.2025437,,,,,,,,,135.158833,10,135.2025437,135.2025437,0.029130459,136.6731132,[0.06444444444444444],[0.18444444444444444],[1],[0],[0],[1.4856780420523137],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
54,0,54,0,136.7026148,,,,,,,,,136.6772229,5,136.7026148,136.7026148,0.015650667,138.1383588,[0.035555555555555556],[-0.3322222222222222],[1],[0],[0],[1.4461067919619381],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
55,0,55,0,138.1679126,,,,,,,,,138.1423461,5,138.1679126,138.1679126,0.014953875,138.2616185,[0.035555555555555556],[-0.3322222222222222],[1],[0],[0],[0.10488158301450312],[],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
56,0,56,0,138.2910573,,,,,,,,,138.2656344,5,138.2910573,138.2910573,0.015004,140.0882125,[-0.35777777777777775],[0.17222222222222222],[1],[0],[0],[1.8081487079616636],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
57,0,57,0,140.1356372,,,,,,,,,140.0922753,10,140.1356372,140.1356372,0.028752334,142.1825622,[-0.08555555555555555],[-0.2],[1],[0],[0],[2.0621118750423193],['target'],,,,AR,1,2024-10-04_11h35.34.305,V3,2024.1.5,2024-10-04 11h35.49.420678 +0530
