reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Ins.started,text_3.started,key_resp_2.started,Ins.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,thanks.started,text_2.started,text_2.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,30,7,3,2,23,0,55.4396461249562,,,,,,,,,55.4258332499885,55.4396461249562,56.425009041966405,56.425009041966405,56.432122124999296,57.47474991698982,l,1.0432467919890769,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,3,3,24,5,57.489268916950095,,,,,,,,,57.47571558394702,57.489268916950095,58.47514783398947,58.47514783398947,58.482878666953184,59.39085491700098,t,0.9088590000174008,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,3,4,25,2,59.40488379198359,,,,,,,,,59.391651708981954,59.40488379198359,60.3833053339622,60.3833053339622,60.39894441695651,62.45829208398936,l,2.0676305829547346,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
49,60,89,3,5,26,4,62.47309745894745,,,,,,,,,62.45925283397082,62.47309745894745,63.45840154198231,63.45840154198231,63.466616666992195,64.7415782919852,t,1.2760407499736175,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,3,6,27,1,64.7559347919887,,,,,,,,,64.74237433396047,64.7559347919887,65.74165891698794,65.74165891698794,65.74997766700108,67.17506983398926,l,1.4284471660503186,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,4,0,28,1,67.18662699998822,,,,,,,,,67.1760378749459,67.18662699998822,68.1747309169732,68.1747309169732,68.18330949998926,69.82446812494891,l,1.643844000005629,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,4,1,29,6,69.8385943339672,,,,,,,,,69.82526279200101,69.8385943339672,70.8255969589809,70.8255969589809,70.83266195899341,71.77534808398923,t,0.9456415839958936,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,4,2,30,2,71.7901964589837,,,,,,,,,71.77625983394682,71.7901964589837,72.77578458399512,72.77578458399512,72.78288066695677,74.82880562497303,t,2.0417170000146143,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
11,30,7,4,3,31,0,74.84072849998483,,,,,,,,,74.82961658400018,74.84072849998483,75.82591474999208,75.82591474999208,75.83293316699564,77.00834408396622,l,1.1782031670445576,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
40,55,62,4,4,32,3,77.02269554196391,,,,,,,,,77.00913745898288,77.02269554196391,78.00924962497083,78.00924962497083,78.01631204196019,78.68564095895272,t,0.6669198750169016,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,4,5,33,5,78.70026149996556,,,,,,,,,78.68644662498264,78.70026149996556,79.68372195895063,79.68372195895063,79.69071412499761,80.96897933399305,t,1.274998625041917,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
49,60,89,4,6,34,4,80.98545216699131,,,,,,,,,80.96994824998546,80.98545216699131,81.96728624997195,81.96728624997195,81.98378720897017,83.13636420900002,t,1.1670844160253182,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,5,0,35,5,83.15261129196733,,,,,,,,,83.13720158394426,83.15261129196733,84.13385624997318,84.13385624997318,84.15001166699221,85.20223608397646,t,1.0649126669741236,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,5,1,36,6,85.21700558398152,,,,,,,,,85.20317062496906,85.21700558398152,86.199840708985,86.199840708985,86.20713429199532,86.81932954199146,t,0.6116669590119272,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,5,2,37,1,86.83506266697077,,,,,,,,,86.82030916697113,86.83506266697077,87.817329124955,87.817329124955,87.83397691696882,88.85269220895134,l,1.024475332989823,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
49,60,89,5,3,38,4,88.8675485419808,,,,,,,,,88.85354024998378,88.8675485419808,89.85073308396386,89.85073308396386,89.85842858394608,90.48583999997936,t,0.6291415000450797,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
11,30,7,5,4,39,0,90.50111899996409,,,,,,,,,90.48677199997474,90.50111899996409,91.4841858339496,91.4841858339496,91.49166170897661,92.31944183399901,l,0.8243634169921279,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
40,55,62,5,5,40,3,92.33515204198193,,,,,,,,,92.32047516695457,92.33515204198193,93.31757804198423,93.31757804198423,93.3248409589869,93.9255534169497,t,0.6048279170063324,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,5,6,41,2,93.9399420839618,,,,,,,,,93.92634791694582,93.9399420839618,94.92632666695863,94.92632666695863,94.93338137498358,95.65253208397189,t,0.7206909160013311,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,6,0,42,2,95.66238574997988,,,,,,,,,95.65334949997487,95.66238574997988,96.65051470894832,96.65051470894832,96.65753758396022,97.17617791699013,t,0.5185318749863654,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
49,60,89,6,1,43,4,97.19052720896434,,,,,,,,,97.1769742089673,97.19052720896434,98.17601270898012,98.17601270898012,98.18435499997577,98.84329524997156,t,0.6652034159633331,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
40,55,62,6,2,44,3,98.85762537497794,,,,,,,,,98.84409945894731,98.85762537497794,99.84376745898044,99.84376745898044,99.85088916699169,100.65960533398902,t,0.8099251249805093,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,6,3,45,1,100.67428295896389,,,,,,,,,100.66051099996548,100.67428295896389,101.65956208395073,101.65956208395073,101.6673609999707,102.5927978339605,l,0.9259633339825086,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,6,4,46,6,102.60681108396966,,,,,,,,,102.59358758397866,102.60681108396966,103.59288704197388,103.59288704197388,103.60117679199902,104.15288058394799,t,0.5492102499702014,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
11,30,7,6,5,47,0,104.1681063749711,,,,,,,,,104.15384445898235,104.1681063749711,105.1513615839649,105.1513615839649,105.1582481249934,105.88637274998473,l,0.7243710000184365,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,6,6,48,5,105.90210729197133,,,,,,,,,105.88737937499536,105.90210729197133,106.88487745897146,106.88487745897146,106.89236616698327,108.43683887500083,t,1.544415791053325,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
49,60,89,7,0,49,4,108.45212595898192,,,,,,,,,108.43778745899908,108.45212595898192,109.4354044169886,109.4354044169886,109.44200408394681,109.97017716697883,t,0.529291333979927,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
40,55,62,7,1,50,3,109.98678099998506,,,,,,,,,109.97134966700105,109.98678099998506,110.96813974995166,110.96813974995166,110.98408641695278,111.50329083396355,t,0.5314360000193119,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,7,2,51,6,111.51799454196589,,,,,,,,,111.50424624996958,111.51799454196589,112.50106037495425,112.50106037495425,112.50818395899842,113.1361980419606,t,0.631169583008159,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
11,30,7,7,3,52,0,113.15207862498937,,,,,,,,,113.13717995898332,113.15207862498937,114.13442604197189,114.13442604197189,114.14192658395041,114.85985837498447,l,0.7185818750294857,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,7,4,53,5,114.87408712494653,,,,,,,,,114.86083349998808,114.87408712494653,115.86039779195562,115.86039779195562,115.8674286249443,116.36031474999618,t,0.49618537502828985,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,7,5,54,2,116.37482108396944,,,,,,,,,116.3611133339582,116.37482108396944,117.3604057499906,117.3604057499906,117.36755929194624,118.08704666694393,t,0.716591292002704,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,7,6,55,1,118.10245099995518,,,,,,,,,118.08794358395971,118.10245099995518,119.08509737497661,119.08509737497661,119.09233416698407,119.69287674996303,t,0.6013169159996323,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
49,60,89,8,0,56,4,119.70712762494804,,,,,,,,,119.69367274997057,119.70712762494804,120.69345699995756,120.69345699995756,120.70130195899401,122.59371495898813,t,1.896423208003398,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
11,30,7,8,1,57,0,122.60862220899435,,,,,,,,,122.59466854197672,122.60862220899435,123.59409183397656,123.59409183397656,123.60109991696663,124.01059112499934,l,0.4142479579895735,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,8,2,58,1,124.0248145419755,,,,,,,,,124.01138149999315,124.0248145419755,125.01032274996396,125.01032274996396,125.0185164999566,125.58699937496567,l,0.5696405419730581,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
40,55,62,8,3,59,3,125.60218662495026,,,,,,,,,125.58781258395175,125.60218662495026,126.58542508399114,126.58542508399114,126.59296620899113,127.00417187495623,t,0.40872391703305766,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,8,4,60,6,127.01966320897918,,,,,,,,,127.00519295898266,127.01966320897918,128.00201770896092,128.00201770896092,128.00957354198908,128.47721762495348,l,0.47074595803860575,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,8,5,61,5,128.49170383397723,,,,,,,,,128.47817645897157,128.49170383397723,129.47756262496114,129.47756262496114,129.484650749946,129.92798024998046,l,0.44228604197269306,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,8,6,62,2,129.94335787498858,,,,,,,,,129.92894462496042,129.94335787498858,130.9280204589595,130.9280204589595,130.9350060839788,131.4440775839612,t,0.5105066670221277,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,9,0,63,5,131.45921499998076,,,,,,,,,131.44511370896362,131.45921499998076,132.44374329195125,132.44374329195125,132.45221099996706,133.2274761669687,l,0.780133374966681,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,9,1,64,6,133.24232529196888,,,,,,,,,133.2284220419824,133.24232529196888,134.2278087500017,134.2278087500017,134.23499887494836,134.81054041697644,l,0.5770637079840526,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
11,30,7,9,2,65,0,134.82562570896698,,,,,,,,,134.81149449996883,134.82562570896698,135.81101295899134,135.81101295899134,135.81811037496664,136.35330070898635,t,0.537322124990169,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
40,55,62,9,3,66,3,136.3684184999438,,,,,,,,,136.3542300419649,136.3684184999438,137.34568116697483,137.34568116697483,137.3696308339713,138.74428366695065,l,1.3920073749613948,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,9,4,67,2,138.75856491696322,,,,,,,,,138.74507970898412,138.75856491696322,139.74450829194393,139.74450829194393,139.75255741697038,142.05399187497096,l,2.3032312089926563,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,9,5,68,1,142.06921433395473,,,,,,,,,142.05479037499754,142.06921433395473,143.0525043749949,143.0525043749949,143.0594079589937,143.57771062495885,t,0.5199917500140145,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
49,60,89,9,6,69,4,143.59216504194774,,,,,,,,,143.57858629198745,143.59216504194774,144.57819324999582,144.57819324999582,144.5853297499707,145.36134041694459,t,0.7770998750347644,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,10,0,70,6,145.375990624947,,,,,,,,,145.36220979195787,145.375990624947,146.36193604196887,146.36193604196887,146.3689913339913,146.8214820419671,t,0.4486447499948554,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,10,1,71,2,146.8364889169461,,,,,,,,,146.82226841698866,146.8364889169461,147.81890416698297,147.81890416698297,147.82600049994653,149.4220017499756,t,1.601016291999258,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
11,30,7,10,2,72,0,149.43744854198303,,,,,,,,,149.4230080419802,149.43744854198303,150.41981149994535,150.41981149994535,150.4269836669555,151.14464374998352,l,0.717872291977983,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,10,3,73,1,151.1597011249978,,,,,,,,,151.14561408397276,151.1597011249978,152.14564420899842,152.14564420899842,152.15305120899575,152.6215281249606,l,0.4698982079862617,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
